#Drug	Gene	label
DB03506	Q9HB55	0
DB00334	Q16445	1
DB00758	P34059	0
DB00416	P31995	0
DB00661	Q01668	1
DB01711	Q16739	0
DB06216	P21728	1
DB06372	O60427	0
DB01628	P05181	1
DB00273	P14867	1
DB01406	Q9H2S1	0
DB00339	P47989	1
DB00475	O00591	1
DB01016	P33261	1
DB00373	P08588	1
DB00719	P08684	1
DB04852	P49841	0
DB02869	O60911	1
DB05479	P55011	0
DB08148	Q13907	0
DB07981	P50897	0
DB01023	P54289	1
DB07628	Q99470	0
DB04363	O15460	0
DB00340	P05230	0
DB08330	Q6WRI0	0
DB00318	P06133	1
DB05301	P29466	1
DB01708	P03372	1
DB07374	P61313	1
DB05864	P24046	0
DB01737	P10092	0
DB00172	P30405	1
DB00254	P61769	1
DB00998	O43181	0
DB04522	Q03721	1
DB04903	P47869	1
DB00713	P48549	0
DB00213	P08684	1
DB04556	P22303	1
DB00521	P08588	1
DB08098	P05787	0
DB08098	P28472	0
DB00363	P08684	1
DB05265	P07360	0
DB00987	O75715	0
DB08912	Q8NG66	1
DB00331	P01031	0
DB04871	P20813	1
DB01142	P20309	1
DB01588	P31644	1
DB00068	O43678	0
DB07096	P09874	1
DB00458	P34969	1
DB08085	P10828	1
DB06738	P23219	1
DB00678	P35503	1
DB08020	P08253	0
DB00132	P02741	0
DB08486	P68871	1
DB00729	P51003	0
DB07470	Q9ULX7	0
DB04930	P35498	1
DB00843	P08684	1
DB06941	P04271	1
DB08537	P45954	0
DB08436	O43772	0
DB02532	P14324	0
DB03796	P02689	1
DB00540	P08684	1
DB07405	P35228	1
DB00318	P51553	0
DB00413	P21917	1
DB07036	O60779	0
DB05452	Q8NFJ5	0
DB00398	P00742	0
DB00499	P04798	1
DB00334	P08913	1
DB06823	P31513	0
DB08762	Q04759	0
DB08448	Q9Y2U5	0
DB01577	P31645	1
DB03125	Q96I99	0
DB00120	P00439	1
DB02758	P22001	0
DB00483	Q14749	0
DB01207	P13073	0
DB00661	O00305	1
DB00016	P24311	0
DB05752	P02794	0
DB03434	P19367	0
DB04514	P13727	0
DB00897	P24462	1
DB00726	P11712	1
DB01135	P06737	0
DB00986	P60900	0
DB00918	P05177	1
DB00768	P07948	0
DB00736	P49019	0
DB06209	Q9H244	1
DB02689	P15692	0
DB05814	Q6PKH6	0
DB00338	P49913	0
DB03186	Q99497	0
DB06701	Q01959	1
DB01536	P01859	0
DB04977	P11509	1
DB00127	P11926	1
DB08277	P49916	0
DB00622	P54750	1
DB07194	P47898	0
DB01696	P09619	0
DB00650	P04818	1
DB03496	P50750	1
DB04404	Q03154	0
DB09036	Q13332	0
DB04083	P21549	1
DB06616	P11274	1
DB06207	P08684	1
DB01466	P16435	1
DB03672	P06276	1
DB05157	P35237	0
DB00553	P08684	1
DB07874	P16442	0
DB01235	Q16445	0
DB00896	P06729	0
DB00912	Q14289	0
DB01050	P22309	1
DB03568	P06276	1
DB00594	Q16515	1
DB00193	P41145	1
DB05434	P14210	1
DB07110	Q92876	0
DB00227	Q92769	1
DB01497	O60858	1
DB00381	Q00975	1
DB01119	P05023	1
DB00924	Q9BZZ2	0
DB02838	P16144	0
DB01252	P37231	1
DB00598	P25100	1
DB01400	P15056	0
DB07662	P00533	1
DB08143	P13727	0
DB01251	Q13630	0
DB03026	P15289	0
DB00069	P02776	0
DB00370	P41595	1
DB00921	P11712	1
DB00202	P06276	1
DB07866	Q9BY49	0
DB03595	P32297	0
DB01692	P45877	0
DB00464	Q8IU85	0
DB04829	Q12882	0
DB01435	O43174	0
DB00801	O14764	1
DB00130	P27708	1
#Drug	Q9Y5N1	0
DB05408	P42574	1
DB00678	P05177	1
DB03796	Q9Y289	0
DB02325	P14555	1
DB09559	P02775	0
DB06738	P11712	1
DB04741	Q8IWU9	0
DB07929	P02452	0
DB00421	Q8IZS8	1
DB03637	Q9HAW8	0
DB01588	P28472	1
DB00420	P08912	1
DB00674	P08684	1
DB02878	P13716	1
DB02095	P27338	1
DB07477	P01303	0
DB08070	P15538	0
DB08568	P62837	0
DB03726	P54317	0
DB03953	P48507	0
DB00511	P05023	1
DB02197	P24941	1
DB00936	P06310	0
DB02056	P10276	0
DB08133	P08581	0
DB01054	P20815	1
DB00399	P35558	0
DB05774	Q9UDR5	0
DB01045	P10632	1
DB00715	P20813	1
DB04912	P11684	0
DB01109	P00742	1
DB03877	P00918	1
DB00829	P24046	1
DB07772	Q99933	0
DB08798	P11712	1
DB05219	P27815	1
DB03535	Q14524	0
DB01620	P61925	0
DB00115	Q5JVS0	0
DB00497	P24462	1
DB05295	P07225	0
DB03596	P46721	0
DB07075	O14757	1
DB03539	Q13231	1
DB00423	Q9Y296	0
DB00420	P08172	1
DB00207	P05177	1
DB05025	P00441	1
DB04709	P10275	1
DB00275	P19021	0
DB00126	Q9Y6M4	0
DB03934	P36952	0
DB08519	P19623	0
DB06097	Q00266	0
DB08901	P22607	1
DB03354	Q16762	0
DB00726	P10635	1
DB07312	P13612	0
DB00916	Q9H2P9	0
DB01115	P10632	1
DB02266	P26640	0
DB03061	P00326	1
DB01023	P08684	1
DB02328	P42081	0
DB02647	O14793	0
DB01693	P61925	0
DB01442	P23975	1
DB01666	P28221	0
DB01009	P10632	1
DB00186	Q9UN88	1
DB01119	Q9Y666	0
DB04954	P30542	1
DB08783	P00709	0
DB00294	P06401	1
DB08271	P39900	1
DB01186	P35408	0
DB06751	Q6VVX0	0
DB09068	P11509	1
DB00675	P24462	1
DB00347	O43497	1
DB05299	O14983	0
DB00157	Q9UI09	1
DB03065	P32297	0
DB00482	P10635	1
DB09078	P35968	1
DB00641	P16662	1
DB00306	P42262	1
DB01003	Q12791	1
DB00605	P23219	1
DB00768	P04271	1
DB01064	P04798	1
DB08572	P24941	1
DB06948	Q86Y39	0
DB07659	P28335	0
DB00109	Q05329	0
DB00307	Q9NSA0	0
DB00515	P35354	1
DB00295	P10635	1
DB00197	O60488	1
DB01621	P33261	1
DB06883	P12931	1
DB01068	O14764	1
DB00381	P08684	1
DB00999	P55017	1
DB00526	Q8TCC7	0
DB08532	P24941	1
DB00157	P30837	1
DB00725	P11229	1
DB08569	P19440	0
DB00157	O95182	1
DB00143	P00390	1
DB01884	P27487	1
DB02152	P10415	0
DB01263	P01920	0
DB02873	P14868	0
DB00321	P05181	1
DB07271	P63208	0
DB00234	P17568	0
DB03844	P45877	0
DB00321	P25021	1
DB00934	P28335	1
DB01129	P20648	1
DB00157	Q06278	1
DB01217	P11511	1
DB05358	O75600	0
DB02264	P05230	1
DB00907	P20815	1
DB07279	O43497	0
DB00273	Q9UN88	1
DB04325	P49257	0
DB01185	O00222	0
DB01028	P05181	1
DB00188	P28074	1
DB00814	P35610	0
DB00514	P23975	1
DB00540	P11712	1
DB00379	O95178	0
DB01577	P27338	1
DB06681	P33681	1
DB03814	Q13002	0
DB07859	P17612	1
DB00322	P04049	0
DB01996	P25021	0
DB03186	P28072	0
DB02585	P35030	1
DB01142	P25100	1
DB05232	Q9UQD0	1
DB03080	Q7Z2Z2	0
DB00092	P20248	0
DB01378	P05023	1
DB08009	P35219	0
DB00312	P78334	1
DB00851	P52209	1
DB00868	Q96NX5	0
DB00425	P05177	1
DB04069	O43678	0
DB01354	P43681	1
DB07723	P28223	0
DB00157	P05091	1
DB01001	Q16222	0
DB08309	Q9NP56	0
DB04410	P27797	0
DB00205	P11712	1
DB07224	P21918	0
DB04636	P23280	0
DB04758	P43080	0
DB07128	P00734	1
DB00586	P23219	1
DB00897	P30536	1
DB00321	P20813	1
DB00296	P23975	0
DB03247	Q9NYQ3	1
DB01970	P51970	0
DB00893	P14618	0
DB06712	P11509	1
DB01053	Q16348	1
DB07154	P43116	0
DB00537	Q9Y285	0
DB08882	P11229	0
DB00068	P18850	0
DB00316	P05181	1
DB07678	Q15596	1
DB00405	P42684	0
DB03158	Q8WWQ8	0
DB08786	Q06203	0
DB05338	P03372	1
DB08647	Q00536	0
DB03727	P06132	1
DB01033	P00492	1
DB00548	P14679	1
DB02350	P18405	0
DB01942	O14936	1
DB02375	O75306	0
DB04753	P48147	0
DB07664	P40925	0
DB01625	P20309	1
DB01628	Q16620	0
DB00939	O43526	1
DB00701	P52961	0
DB08334	Q969S8	0
DB08183	P53609	0
DB02479	Q9NPC2	0
DB04203	P28065	0
DB00883	Q9H6Z9	0
DB08385	O00519	1
DB04141	P31040	1
DB07909	P05186	0
DB00327	P23219	1
DB00320	P45984	0
DB07388	P01730	0
DB00221	P07550	1
DB05255	Q5T601	1
DB08057	P63092	0
DB01036	P11712	1
DB03040	Q16739	0
DB01320	P11712	1
DB01167	P10635	1
DB01296	P33261	1
DB00116	P42898	1
DB00128	P22234	1
DB01348	Q16552	0
DB04983	Q96LZ3	0
DB01026	P33261	1
DB01157	Q9UHQ9	0
DB00246	P28223	1
DB08870	P08684	1
DB01104	P31645	1
DB01102	P13945	1
DB01567	O00591	1
DB02479	P06729	0
DB03217	P63098	0
DB08436	P01768	0
DB00988	P14416	1
DB00477	P18089	1
DB08463	P48507	0
DB00377	Q99808	0
DB08065	P29466	0
DB01041	P02763	1
DB01199	P22303	1
DB07846	O75900	0
DB00157	P03905	1
DB07284	P56817	1
DB04973	P04049	1
DB08123	P35626	0
DB01114	P23975	1
DB05039	P22309	1
DB04642	P51553	0
DB04522	O15530	1
DB08897	P08173	1
DB04604	P78368	1
DB00726	P18089	1
DB00115	Q9H2G2	0
DB07524	P54750	0
DB02482	Q04759	1
DB01191	P23141	0
DB05079	P28223	1
DB00031	P05120	1
DB00745	P08684	1
DB08828	P33261	1
DB03397	P26572	1
DB01144	P49765	0
DB02731	Q8NER1	0
DB05492	P28335	1
DB01873	Q13748	1
DB04152	P42262	1
DB05042	Q9Y5Y9	0
DB00758	Q9H244	1
DB08135	O60896	0
DB00008	P17658	0
DB00546	P78334	1
DB00683	Q16445	1
DB05194	P02675	0
DB05159	P04183	0
DB04578	Q96RJ0	0
DB06626	P02760	0
DB00489	P08588	1
DB02890	P31639	0
DB06849	O00217	0
DB03179	Q9UIC8	0
DB01216	P51857	1
DB04792	P02746	0
DB01363	P54219	1
DB05675	P29034	0
DB03042	P06744	1
DB06989	Q16760	0
DB04769	P48736	1
DB05578	P02743	0
DB05201	P24941	0
DB00029	P48449	0
DB03814	Q9Y468	1
DB00783	P10632	1
DB08786	P16118	0
DB05750	P21554	1
DB05676	Q08499	1
DB01497	P41143	1
DB03227	Q9HAN9	1
DB05443	P41145	1
DB07804	P00742	1
DB00951	P10632	1
DB00909	Q9P0X4	1
DB04444	P35749	1
DB04803	P09601	1
DB00201	Q14643	1
DB00313	P33261	1
DB00877	P20815	1
DB06971	P04234	0
DB00642	P22102	1
DB01064	P07550	1
DB00501	P25021	1
DB07389	Q14520	0
DB02919	P11387	0
DB02720	P01138	0
DB02115	P35348	0
DB03525	Q9HB55	0
DB00951	P05177	1
DB03147	P16083	1
DB01234	Q16678	1
DB00285	P08254	0
DB03740	P04062	1
DB07063	O75469	0
DB00756	Q13867	0
DB02445	P13631	0
DB02259	Q16881	0
DB08251	P42574	1
DB03084	P53779	1
DB04833	P25116	0
DB01248	P10415	1
DB01731	Q9Y5R8	0
DB04214	Q9BVJ7	1
DB04213	Q13085	0
DB00624	P24462	1
DB00891	P11712	1
DB00292	P31644	1
DB03606	Q08499	1
DB04513	P19429	1
DB01364	P23975	1
DB01186	P08908	1
DB00977	O75469	1
DB04356	P00492	1
DB07839	O14874	0
DB08901	Q8IWL2	0
DB07247	P08709	1
DB04381	Q13956	0
DB02924	P34896	0
DB08353	P22891	0
DB00365	P08684	1
DB00170	P04183	0
DB01571	Q16478	0
DB06777	O14939	0
DB07094	Q9H015	0
DB06977	P41597	0
DB06148	P47929	0
DB00454	P35372	1
DB02998	P10275	1
DB00531	P33261	1
DB00041	P47989	1
DB05046	Q9NR96	0
DB00097	P02749	0
DB05087	P14867	1
DB07158	O14757	1
DB00111	P12235	0
DB00686	P08620	1
DB04315	Q9Y689	1
DB09029	Q16552	1
DB01030	P08684	1
DB01011	P11509	1
DB04847	Q00169	0
DB06290	P22301	0
DB08809	P19440	0
DB01346	P14867	1
DB00321	P14770	0
DB01693	P12268	1
DB00091	Q96LZ3	1
DB07851	P11142	0
DB08119	Q14571	0
DB05033	P49286	0
DB08773	Q15596	1
DB00312	Q14957	1
DB08015	P37058	0
DB00768	P23297	1
DB08694	O60656	0
DB08043	P54317	0
DB07196	P17900	0
DB03240	P02787	0
DB02784	P61769	0
DB01089	P18858	0
DB00394	P04150	1
DB01151	P20813	1
DB03929	P10109	0
DB07393	Q14524	0
DB08441	P11309	0
DB06849	P36873	0
DB00712	P23219	1
DB02541	P35030	1
DB00324	P51648	0
DB00420	P25100	1
DB02846	P08758	1
DB07190	P00734	1
DB00951	P02743	0
DB06902	Q8N142	0
DB00391	O75865	0
DB07530	P28161	0
DB01053	O95168	0
DB00593	Q9NZD2	0
DB04920	P08684	1
DB01169	P00491	0
DB07328	P27487	1
DB01068	P30536	1
DB05651	Q9Y646	0
DB02166	Q08828	0
DB00772	P06276	1
DB00721	O43175	0
DB02306	Q9UKL6	1
DB07269	P49841	0
DB04707	Q13464	1
DB00135	P07101	1
DB04864	P22303	1
DB01536	P14061	1
DB04616	P16219	0
DB04833	Q9Y296	0
DB00778	P20813	1
DB00543	Q9H3N8	1
DB04630	O60858	0
DB07540	P05187	0
DB00797	P25021	1
DB00850	P33260	1
DB04832	O95881	0
DB01050	P35354	1
DB01411	P11712	1
DB04648	P34903	0
DB00379	P10635	1
DB00149	Q9UJ70	0
DB00683	P20815	1
DB07376	P15170	0
DB00860	Q92947	0
DB03061	P42126	0
DB07515	P00491	0
DB06719	P00750	0
DB08537	P22735	0
DB07197	P01906	0
DB04849	P21731	0
DB00759	Q92847	0
DB01223	P35225	0
DB08550	P11086	1
DB04324	P14679	0
DB04381	P09871	0
DB07860	Q86VB7	0
DB00310	Q15800	0
DB00334	P47869	1
DB00170	P42898	1
DB04106	Q13200	0
DB06924	Q9UK17	0
DB00526	P15559	1
DB05044	Q7L0J3	0
DB01254	P09619	1
DB00608	P20815	1
DB07841	P47897	0
DB01148	P08172	1
DB07711	P15121	0
DB05269	P06858	1
DB04585	P23945	0
DB07533	P50281	0
DB00665	O14646	0
DB02187	P80075	0
DB02603	Q9UGM1	0
DB06933	P45880	0
DB00686	P14416	0
DB04459	P18847	0
DB02158	Q13126	1
DB00125	P04424	1
DB08577	P22459	0
DB04451	O60911	1
DB01285	P06850	1
DB01594	P47869	1
DB04450	P49721	0
DB06077	P43004	0
DB00452	Q9UI32	0
DB00333	P11712	1
DB05307	P08217	0
DB08927	Q9NS85	0
DB07528	Q9UBN7	0
DB08018	P08631	0
DB00993	P00492	1
DB01611	Q9NYK1	1
DB02987	P21731	0
DB02660	P04275	0
DB06589	P17948	1
DB04350	Q96FI4	0
DB02396	Q99712	0
DB03359	P22303	1
DB04281	P14868	0
DB08818	O75330	1
DB05092	P01730	0
DB00014	P41250	0
DB01694	Q9NWT6	1
DB06480	O15169	0
DB07537	P20472	0
DB02648	Q9UKG9	1
DB04014	P04229	0
DB04016	P00918	0
DB07549	P20132	0
DB01080	P18858	0
DB04478	O14788	0
DB04781	Q9Y6M9	0
DB00127	P21673	1
DB03828	P55789	0
DB00127	P43220	0
DB03496	P49336	1
DB00745	O00591	0
DB04530	Q01064	1
DB06953	P49356	1
DB03351	P14207	0
DB03903	P68133	1
DB02507	Q07912	0
DB00476	P10635	1
DB07067	P27487	1
DB06096	P28222	1
DB07137	P24941	1
DB08464	P14625	1
DB07078	P18850	0
DB02457	P20711	0
DB00950	P35367	1
DB01664	Q06432	0
DB05299	P60568	1
DB07514	Q8NER1	0
DB00473	Q9Y5N1	0
DB05386	P06276	1
DB06127	O95644	0
DB01110	P22033	0
DB01005	Q6TME4	0
DB01224	P33261	1
DB05200	O95180	0
DB00098	P05106	1
DB00157	P47989	1
DB02395	P07510	0
DB00960	P07550	1
DB01236	Q9UN88	1
DB04787	O14764	0
DB00213	Q70Z44	0
DB00953	P21397	1
DB01197	P52788	0
DB08930	Q9HB55	1
DB01388	P24462	1
DB00421	O00555	1
DB04232	P08254	1
DB00864	P62942	1
DB05026	P11137	0
DB07711	P09172	0
DB00197	P10176	0
DB07504	P24941	1
DB00188	P10632	1
DB01047	P13688	0
DB06210	P48163	0
DB02647	P24941	1
DB03461	Q7Z4W1	1
DB06858	P07477	1
DB02977	Q9UGM1	0
DB00370	P08588	1
DB01291	P15502	0
DB00054	P00736	1
DB07870	O00763	1
DB02142	O15382	1
DB06148	Q9H3N8	1
DB00074	P00736	1
DB04946	P35367	1
DB01160	P34059	0
DB08503	O94956	0
DB09082	Q9UGN5	0
DB00377	P08684	1
DB00133	P20132	1
DB08688	Q9H2M3	0
DB00842	P78334	1
DB01205	Q92781	0
DB02404	P22303	1
DB00169	P11473	1
DB08061	P00734	1
DB02427	Q8NER1	0
DB09074	O60674	0
DB09082	P62312	0
DB02712	P15121	1
DB01430	P05023	1
DB07534	P34059	0
DB00127	P13051	0
DB02057	O94925	0
DB00277	P05181	1
DB01064	P08588	1
DB00242	P23921	1
DB08060	P21549	1
DB02424	P08238	1
DB01159	P23415	1
DB07833	P28223	0
DB00514	P08684	1
DB05846	P05067	1
DB01271	O95865	0
DB08697	P00749	1
DB01708	P31644	1
DB07384	P21399	0
DB00623	P04234	0
DB00696	P30939	1
DB08617	Q5JTZ9	0
DB08091	O96017	0
DB09028	P36544	1
DB00310	O43614	0
DB07278	Q8NFW8	0
DB02458	P49146	0
DB06697	P10635	1
DB03880	P22894	1
DB02535	P00918	1
DB07981	P51168	0
DB00532	P20813	1
DB08398	P03372	1
DB02220	P51687	0
DB08038	P35228	0
DB00231	Q8N1C3	1
DB00889	Q05940	0
DB00159	O15460	0
DB07070	P35749	0
DB00696	P28221	1
DB00667	Q9H3N8	1
DB02358	P19105	0
DB04579	P30542	0
DB01392	P08684	1
DB00600	P07686	0
DB00305	P05091	0
DB09014	Q9Y697	0
DB02014	Q16222	0
DB01095	P04798	1
DB00675	P23141	1
DB03372	P62330	0
DB05266	Q9Y289	0
DB04818	P01730	0
DB05798	P43004	0
DB03317	P99999	1
DB03951	P22894	0
DB07149	Q9Y5N1	0
DB00130	Q9UI32	1
DB04896	Q8TCU5	1
DB00376	P08172	1
DB01444	P78536	0
DB00908	P29218	0
DB01025	Q99584	1
DB07684	P08620	0
DB00459	P19793	1
DB03061	Q8NER1	0
DB02279	Q9UJM8	1
DB06898	Q9BYZ2	0
DB08078	Q03181	1
DB00861	Q6PHW0	0
DB03683	Q6TGC4	0
DB00313	Q15858	1
DB02308	P36021	0
DB04395	Q99661	1
DB00062	Q96KG9	0
DB01725	P07477	1
DB00590	Q07837	0
DB02755	P20645	1
DB00412	Q8IU85	0
DB03227	Q96T66	1
DB05744	Q15078	0
DB00514	P11712	1
DB00004	P07195	0
DB01851	P02708	0
DB06205	P29508	0
DB03727	Q16774	0
DB08478	P04818	1
DB01395	P06276	1
DB07379	P11245	0
DB02032	Q8WWT9	0
DB05184	P12314	0
DB04964	P06126	0
DB05184	P98170	0
DB01737	Q96L21	0
DB00246	Q15825	0
DB00579	P31645	1
DB02877	P63151	0
DB00228	O15554	1
DB00458	P33261	1
DB07664	Q9H2G2	1
DB03880	P31358	0
DB01115	P10635	1
DB02482	P22694	1
DB00157	Q04828	1
DB05252	Q7Z4J2	0
DB05165	P41439	0
DB07524	O00222	0
DB04140	P08254	1
DB04566	P11217	1
DB04119	P20472	0
DB01028	Q99928	1
DB00006	P00734	1
DB05413	Q03154	0
DB00654	P43088	1
DB00171	P49902	1
DB03747	P23368	0
DB00189	O14764	1
DB00110	P31995	1
DB01198	P10632	1
DB06335	Q04760	0
DB01472	P27338	1
DB08838	P18825	1
DB01435	P33260	1
DB00142	O15067	1
DB07698	P02679	0
DB01915	Q14643	0
DB06738	O15399	1
DB02557	Q86VU5	0
DB00755	P28702	1
DB01483	P42262	1
DB01197	P09960	1
DB08028	O00483	0
DB01005	P05546	0
DB02681	P43490	0
DB04099	Q9HAN9	1
DB00044	Q01668	0
DB00818	P35499	1
DB02681	Q02763	0
DB02359	P07900	1
DB00458	P28335	1
DB01940	P48544	0
DB04395	P29323	1
DB04372	Q9UKL6	1
DB03573	O15067	0
DB04630	P05093	1
DB03951	P14784	0
DB00640	P55263	1
DB06857	P53350	0
DB01041	Q96SW2	1
DB01010	P09012	0
DB06939	P19021	0
DB07065	Q96IY4	0
DB08296	Q96NX5	0
DB07991	P03372	1
DB00847	P01877	0
DB05740	Q92781	0
DB08251	Q06520	0
DB03330	Q04760	1
DB01699	P80404	1
DB05760	O95479	0
DB04348	P20783	0
DB04001	Q16566	0
DB00078	Q15761	0
DB00644	Q9NQS7	0
DB00184	P33261	1
DB01863	Q06187	1
DB07358	Q9P0Z9	0
DB08325	Q12866	1
DB00161	P26640	1
DB08651	O75976	0
DB04071	O60760	0
DB05483	P07202	0
DB06959	P04626	0
DB03476	Q9NZD2	0
DB00421	P08235	1
DB00196	Q9UNQ0	0
DB02716	O14880	0
DB03217	P32745	0
DB06366	P11233	0
DB02932	Q16665	0
DB08838	Q9UHC3	1
DB00312	P18507	1
DB00774	P22748	1
DB00928	Q9NSE4	0
DB00462	Q16654	0
DB01558	P47870	1
DB00197	P33261	1
DB06766	P35367	1
DB02328	P06400	0
DB05229	P43119	1
DB01717	P32320	0
DB00127	P47989	1
DB01656	P28566	0
DB01198	P00749	0
DB07586	Q9BY41	1
DB00911	P25815	0
DB08891	Q8WVQ1	0
DB00991	P23219	1
DB01228	P32321	0
DB00189	P34903	1
DB07932	P40925	0
DB01045	P22309	1
DB02381	P20813	0
DB00171	P07355	0
DB04230	Q16739	0
DB02472	P00918	0
DB02078	Q12882	0
DB03707	P29475	1
DB00189	P47869	1
DB05187	P51812	0
DB04893	P19404	0
DB01281	P42081	1
DB00277	P05177	1
DB09207	P06133	0
DB07138	P10114	0
DB01011	P17544	0
DB07995	P61925	1
DB00051	P02745	1
DB00250	P11245	1
DB00334	P28222	1
DB06820	P05177	1
DB00808	P33681	0
DB06829	O75600	0
DB04477	P26358	0
DB00097	P23945	1
DB06150	P27361	0
DB08066	Q99497	0
DB00647	P10635	1
DB00445	P00395	0
DB00214	P11712	1
DB01267	P08684	1
DB05651	Q13547	1
DB03955	P13611	0
DB07127	O00763	0
DB07707	Q9Y2Q0	0
DB00486	Q15842	0
DB05509	Q9NR33	0
DB02166	P09104	0
DB00370	P36888	0
DB05812	P05177	1
DB08565	P05108	0
DB01268	P24462	1
DB03980	P24347	0
DB08918	P08684	1
DB00784	O14732	0
DB00714	P18825	1
DB01424	P36897	0
DB04348	P19835	1
DB08868	P10635	1
DB04216	Q6NVY1	1
DB00745	Q01959	1
DB08690	P08574	1
DB08597	P22309	0
DB00642	P31939	1
DB00806	P27815	1
DB01087	P08729	1
DB05262	Q9Y697	0
DB03516	Q12882	1
DB05435	Q5NUL3	1
DB09051	P34059	1
DB01931	P25705	0
DB04464	P14854	1
DB04573	Q92731	1
DB01048	P28332	1
DB04799	P22695	1
DB00568	P10635	1
DB08519	Q16878	0
DB00990	Q6ZQY3	0
DB00130	P17812	1
DB04847	P24347	0
DB04207	P24347	0
DB01054	P19623	0
DB07920	P43115	0
DB08655	P35499	0
DB00279	O60264	0
DB00501	P33261	1
DB01711	P21917	0
DB00082	P06276	1
DB00346	Q12809	1
DB03056	Q92953	0
DB07785	P00813	1
DB01242	P28335	1
DB01221	P07949	0
DB01992	P43155	1
DB00836	P41145	1
DB05468	P13612	1
DB01156	P08684	1
DB04827	P17735	0
DB03980	Q6P996	0
DB06830	O95749	1
DB01158	P05023	1
DB04957	Q12809	1
DB08198	P04632	0
DB00651	P29274	1
DB08348	P27708	0
DB09073	O14818	0
DB01276	P43220	1
DB00013	P00750	1
DB03062	P16066	0
DB00313	P10632	1
DB04821	O43451	0
DB06148	P25100	1
DB01618	P28223	1
DB07685	Q9Y6F1	0
DB01612	Q6IB77	0
DB05101	P00533	1
DB01763	Q9BY49	0
DB08271	P08254	1
DB01060	P56524	0
DB00582	P48651	0
DB00661	P05177	1
DB07907	P14778	0
DB08258	P06133	0
DB08615	P22303	1
DB00403	O94808	0
DB01076	P04035	1
DB07622	P49788	0
DB08231	P62158	1
DB00313	P20813	1
DB00641	P20815	1
DB00945	P54619	1
DB04633	P21673	1
DB08697	Q92753	0
DB03267	P18089	0
DB03233	P11684	0
DB07174	P00797	1
DB05294	P15692	1
DB00613	Q16678	1
DB00951	P05181	1
DB00703	P43166	1
DB08492	Q92637	0
DB06288	O14792	0
DB07023	P08631	0
DB00157	P30038	1
DB06089	P31644	0
DB00155	P29474	1
DB00589	P08684	1
DB00144	Q9NXE4	1
DB03408	P08514	0
DB00341	Q9Y5N1	0
DB00468	P20815	1
DB01078	P08100	0
DB00182	P04637	0
DB01708	P47869	1
DB00604	P62750	0
DB00214	P33261	1
DB07741	P00734	1
DB01219	P21817	1
DB00338	Q16678	1
DB00784	P23219	1
DB07965	P10176	0
DB07344	P0CG29	0
DB08339	P36896	0
DB05281	P00326	0
DB00511	Q6ZMR3	0
DB07793	P08519	0
DB08740	P48728	0
DB06733	P14324	0
DB07070	O60779	0
DB00567	P01116	0
DB01320	P33261	1
DB06204	P10635	1
DB08762	P15085	1
DB03587	P04054	1
DB07612	P48507	0
DB05848	P61278	0
DB00610	P05067	0
DB02471	P11217	1
DB03766	O60669	0
DB05506	P18031	1
DB00370	P48039	0
DB05332	Q8IVL5	0
DB00325	P60568	0
DB05155	P08908	0
DB03085	P30291	0
DB00876	Q9BZV3	0
DB00368	P08913	1
DB00503	P20813	1
DB00036	P08709	1
DB06741	P29317	0
DB00246	P28221	1
DB00081	P31995	1
DB00962	Q06278	1
DB07646	O43174	0
DB02216	P07339	1
DB05050	Q14626	0
DB00320	P11216	0
DB07994	P56817	1
DB00574	Q9UDX4	0
DB06267	O76074	1
DB02569	Q02318	0
DB00850	Q14520	0
DB07587	P25774	1
DB05464	P14868	0
DB01151	P35367	1
DB04237	P62826	0
DB07829	O43920	0
DB00458	P20813	1
DB08583	P22735	0
DB06908	O14793	0
DB01227	P08684	1
DB00078	P12314	1
DB02281	P14555	0
DB01221	Q96F10	0
DB00327	P30872	0
DB00381	Q6TME4	1
DB07696	P54886	0
DB08046	P00918	1
DB02116	P06493	1
DB03957	P49448	0
DB05234	Q8TDS4	0
DB03283	Q9NYK1	0
DB00163	P23743	1
DB00838	P04150	1
DB02918	O14949	0
DB07527	P22033	0
DB00364	P09038	1
DB00505	P11229	1
DB00171	P25098	1
DB01045	P11509	1
DB05488	Q9NNW7	0
DB01254	P42684	1
DB03213	P62829	0
DB00683	P28472	1
DB00774	P00918	1
DB08129	P52788	0
DB03221	Q460N3	0
DB00635	P04150	1
DB05342	P98160	0
DB03581	P09429	0
DB02112	Q9Y6K0	0
DB03958	P19838	0
DB00467	Q9NS85	0
DB04542	P14060	0
DB04764	P20231	1
DB04929	P07327	0
DB08836	O95907	0
DB00437	P53355	0
DB04287	Q9NPC2	0
DB04476	P08559	0
DB05022	P06276	0
DB06882	Q16539	1
DB01437	P28472	1
DB05014	P22607	1
DB00746	Q13133	0
DB03793	P52758	1
DB05319	Q14353	0
DB02915	P13945	0
DB08088	Q14520	0
DB05869	P08183	0
DB06973	Q9P289	0
DB00208	P10632	1
DB00081	Q08493	0
DB04522	P06737	1
DB06216	P43007	0
DB00163	Q9HD40	0
DB00130	O43548	1
DB00829	Q16445	1
DB03539	P00352	0
DB04707	P61925	1
DB08602	O14764	0
DB08118	P35557	1
DB00300	P15531	1
DB04312	Q96DP5	0
DB01235	P21918	1
DB02239	Q96RP8	0
DB00564	Q14524	1
DB00710	P32927	0
DB08449	Q8NG66	0
